type_acci;date;heure;commune;luminosite_accident;cond_atmos;Intersection;categorie_route;type_collision;type_vehicule_1;manoeuvre_vehicule_1;type_vehicule_2;age_usager;sexe_usager;gravite_usager;etat_usager;nombre_usagers;nb_veh;nombre_pietons;nombre_motos;nombre_vl;nombre_pl;age_usa1_categ;accident_pieton;accident_moto;categorie_vl;accident_pl;categorie_age;categorie_usagers
Grave;21/05/2014;19:25;Clamart;Crepuscule ou aube;Pluie forte;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Bicyclette;23;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Grave;21/02/2014;10:30;Suresnes;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;Scooter < 50 cm3;Non renseignee ;Non renseignee ;23;Masculin;Blessee hospitalisee;Non renseignee ;3;1;2;0;0;0;Jeune adulte (18-24);Avec pieton;Sans moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Grave;03/07/2014;10:54;Puteaux;Plein jour;Autre;Hors intersection;Autoroute;Collisions en chaine;VL seul;Meme sens, Meme file;VL seul;25;Feminin;Blessee hospitalisee;Non renseignee ;3;3;0;0;3;0;Adulte jeune (25-34);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Grave;01/04/2014;17:45;Gennevilliers;Plein jour;Autre;Hors intersection;Autoroute;Sans collision;VL seul;Sans changement de direction;Non renseignee ;24;Feminin;Blessee hospitalisee;Non renseignee ;2;1;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Grave;15/12/2014;20:00;Marnes-la-Coquette;Nuit avec eclairage public allumee;Pluie legere;Hors intersection;Route departementale;Collision frontale;VL seul;Sedeportant A'auche;VL seul;60;Feminin;Blessee hospitalisee;Non renseignee ;2;2;0;0;2;0;Senior actif (50-64);Sans pieton ;Sans moto;2 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Grave;28/05/2014;09:13;Non renseignee nterre;Plein jour;Autre;Hors intersection;Autoroute;Collisions en chaine;VU seul 1,5T <= PTAC <= 3,5T;Meme sens, Meme file;VL seul;34;Masculin;Indemne;Non renseignee ;4;3;0;0;3;0;Adulte jeune (25-34);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;28/09/2014;16:00;Clichy;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Motocyclette > 125 cm3;24;Masculin;Indemne;Non renseignee ;3;2;0;1;1;0;Jeune adulte (18-24);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;29/04/2014;05:45;Non renseignee nterre;Crepuscule ou aube;Autre;Hors intersection;Autoroute;Collision par l'arriere;VU seul 1,5T <= PTAC <= 3,5T;Meme sens, Meme file;Motocyclette > 125 cm3;39;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;14/10/2014;12:30;Non renseignee nterre;Plein jour;Pluie legere;Hors intersection;Autoroute;Sans collision;Scooter > 125 cm3;Sans changement de direction;Non renseignee ;32;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte jeune (25-34);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;20/11/2014;07:20;Non renseignee nterre;Crepuscule ou aube;Temps couvert;Hors intersection;Autoroute;Collision par l'arriere;Scooter > 125 cm3;Meme sens, Meme file;VL seul;41;Masculin;Blessee Leger;Non renseignee ;1;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;27/11/2021;15:50;Colombes;Plein jour;Temps couvert;Autre intersection;Route departementale;Non renseignee ;VU seul 1,5T <= PTAC <= 3,5T;Manoeuvre de stationnement;Non renseignee ;35;Masculin;Blessee Leger;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;01/04/2021;19:15;Colombes;Plein jour;Normale;Intersection en T;Route departementale;Non renseignee ;Scooter < 50 cm3;Sans changement de direction;Non renseignee ;53;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Senior actif (50-64);Sans pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;26/12/2014;17:10;Boulogne-Billancourt;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;S inserant;Motocyclette > 125 cm3;53;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;30/12/2014;19:48;Boulogne-Billancourt;Nuit avec eclairage public allumee;Autre;Hors intersection;Voie commuNon renseignee le;Collision par l'arriere;Scooter > 125 cm3;Meme sens, Meme file;VL seul;54;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;19/05/2021;15:25;Colombes;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;VU seul 1,5T <= PTAC <= 3,5T;Meme sens, Meme file;Non renseignee ;56;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Senior actif (50-64);Sans pieton;Sans moto;2 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;08/12/2014;19:35;Colombes;Nuit sanseclairage public;Autre;Hors intersection;Route departementale;Sans collision;Scooter > 125 cm3;Sans changement de direction;Non renseignee ;64;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Senior actif (50-64);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;25/05/2021;10:05;Asnieres-sur-Seine;Plein jour;Normale;Hors intersection;Voie commuNon renseignee le;Non renseignee ;Non renseignee ;TourNon renseignee nt A$roite;Non renseignee ;32;Feminin;Blessee Leger;Non renseignee ;2;1;0;0;1;0;Adulte jeune (25-34);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;14/09/2015;14:30;Non renseignee nterre;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;Sans changement de direction;Scooter > 50 cm3 et <= 125 cm3;24;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Mortel;09/11/2021;11:00;Gennevilliers;Plein jour;Normale;Hors intersection;Route departementale;Non renseignee ;Non renseignee ;TourNon renseignee nt A$roite;3RM > 125 cm3;39;Masculin;Tue;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;30/07/2020;17:25;Gennevilliers;Plein jour;Normale;Hors intersection;Route departementale;Non renseignee ;Non renseignee ;TourNon renseignee nt A$roite;VU seul 1,5T <= PTAC <= 3,5T;52;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Senior actif (50-64);Sans pieton ;Sans moto;2 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;30/11/2015;09:45;Neuilly-sur-Seine;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;S inserant;Motocyclette > 125 cm3;56;Feminin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;30/04/2019;09:15;Villeneuve-la-Garenne;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;Motocyclette > 125 cm3;Meme sens, Meme file;Motocyclette > 125 cm3;30;Masculin;Indemne;Non renseignee ;3;3;0;3;0;0;Adulte jeune (25-34);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;10/07/2015;14:30;Puteaux;Plein jour;Autre;Intersection en X;Route departementale;Collision par l'arriere;Motocyclette > 125 cm3;Changeant de file A$roite;VL seul;69;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior (65+);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;16/09/2015;23:50;Issy-les-Moulineaux;Nuit avec eclairage public non allumee;Autre;Hors intersection;Route departementale;Collisions multiples;VU seul 1,5T <= PTAC <= 3,5T;Sedeportant A'auche;Scooter < 50 cm3;39;Masculin;Indemne;Non renseignee ;3;3;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Grave;23/09/2020;09:39;Colombes;Plein jour;Normale;Intersection en T;Route departementale;Non renseignee ;Motocyclette > 125 cm3;Entre 2 files;Non renseignee ;26;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;25/09/2015;14:20;Clamart;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Cyclomoteur <50cm3;41;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;29/09/2015;08:00;Colombes;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par l'arriere;VL seul;En faisant demi-tour sur la chaussee;Scooter < 50 cm3;32;Feminin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;29/12/2015;10:45;Issy-les-Moulineaux;Plein jour;Autre;Hors intersection;Route departementale;Sans collision;Cyclomoteur <50cm3;Sans changement de direction;Non renseignee ;33;Masculin;Blessee Leger;Non renseignee ;2;1;0;0;0;0;Adulte jeune (25-34);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;26/07/2020;05:15;Villeneuve-la-Garenne;Nuit sanseclairage public;Pluie legere;Hors intersection;Autoroute;Non renseignee ;Non renseignee ;Sedeportant A'auche;Non renseignee ;39;Masculin;Blessee Leger;Non renseignee ;2;1;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;23/02/2021;16:00;Villeneuve-la-Garenne;Plein jour;Normale;Intersection en X;Voie commuNon renseignee le;Non renseignee ;VU seul 1,5T <= PTAC <= 3,5T;Meme sens, Meme file;Non renseignee ;50;Feminin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Senior actif (50-64);Sans pieton;Sans moto;2 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;20/06/2015;22:30;Sevres;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Sans collision;Cyclomoteur <50cm3;Sans changement de direction;Non renseignee ;23;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Jeune adulte (18-24);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);1 usager
Leger;10/11/2015;14:30;Saint-Cloud;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;VU seul 1,5T <= PTAC <= 3,5T;En faisant demi-tour sur la chaussee;Scooter < 50 cm3;29;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;12/01/2015;18:00;Asnieres-sur-Seine;Nuit avec eclairage public allumee;Autre;Intersection en T;Route departementale;Collision par le cote;Scooter < 50 cm3;Sans changement de direction;Bicyclette;19;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;0;0;Jeune adulte (18-24);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;03/09/2015;17:45;Colombes;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;Sans changement de direction;Bicyclette;23;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;14/12/2021;08:20;Colombes;Crepuscule ou aube;Normale;Autre intersection;Autoroute;Non renseignee ;Motocyclette > 125 cm3;Sans changement de direction;Non renseignee ;20;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;26/12/2015;15:00;Colombes;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;VL seul;Sans changement de direction;Bicyclette;28;Feminin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;26/05/2015;07:05;Non renseignee nterre;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;Sans changement de direction;Non renseignee ;42;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;19/03/2021;15:25;Gennevilliers;Plein jour;Normale;Hors intersection;Voie commuNon renseignee le;Non renseignee ;Non renseignee ;En marche arriere;Scooter > 50 cm3 et <= 125 cm3;30;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;11/09/2015;08:00;Montrouge;Plein jour;Autre;Intersection en T;Route departementale;Collision par le cote;VU seul 1,5T <= PTAC <= 3,5T;TourNon renseignee nt A'auche;Bicyclette;24;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;06/05/2021;07:40;Villeneuve-la-Garenne;Plein jour;Pluie legere;Intersection en T;Route departementale;Non renseignee ;EDP A-oteur;Sans changement de direction;Non renseignee ;24;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Jeune adulte (18-24);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;23/01/2015;14:25;Boulogne-Billancourt;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;VL seul;En marche arriere;Non renseignee ;63;Feminin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior actif (50-64);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;02/04/2021;07:20;Gennevilliers;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;Motocyclette > 50 cm3 et <= 125 cm3;Autres manoeuvre;VU seul 1,5T <= PTAC <= 3,5T;34;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;07/11/2015;11:34;Levallois-Perret;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;VL seul;Manoeuvre de stationnement;Non renseignee ;57;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior actif (50-64);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;10/03/2015;17:50;Chatillon;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;VL seul;Sans changement de direction;Non renseignee ;87;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior (65+);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;03/05/2006;18:10;Vaucresson;Non renseignee ;Autre;Non renseignee ;Non renseignee ;Non renseignee ;VL seul;Non renseignee ;Non renseignee ;38;Non renseignee ;Non renseignee ;Non renseignee ;1;1;0;0;1;0;Adulte (35-49);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;07/01/2015;08:40;Non renseignee nterre;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Autre collision;VL seul;Sans changement de direction;Non renseignee ;22;Feminin;Indemne;Non renseignee ;2;1;1;0;1;0;Jeune adulte (18-24);Avec pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;06/11/2015;07:40;Non renseignee nterre;Plein jour;Autre;Intersection en T;Voie commuNon renseignee le;Autre collision;VU seul 1,5T <= PTAC <= 3,5T;TourNon renseignee nt A$roite;Non renseignee ;43;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;19/11/2015;14:15;Non renseignee nterre;Plein jour;Temps couvert;Intersection en X;Voie commuNon renseignee le;Autre collision;VL seul;TourNon renseignee nt A'auche;Non renseignee ;53;Feminin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior actif (50-64);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;05/01/2015;13:30;Puteaux;Plein jour;Temps couvert;Intersection en T;Voie commuNon renseignee le;Autre collision;VL seul;Sans changement de direction;Non renseignee ;20;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Jeune adulte (18-24);Avec pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;19/09/2015;11:50;Boulogne-Billancourt;Plein jour;Autre;Intersection en X;Route departementale;Autre collision;Scooter < 50 cm3;Sans changement de direction;Non renseignee ;20;Masculin;Indemne;Non renseignee ;2;1;1;0;0;0;Jeune adulte (18-24);Avec pieton;Sans moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;04/06/2015;17:20;Levallois-Perret;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;Cyclomoteur <50cm3;A contresens;Non renseignee ;16;Masculin;Indemne;Non renseignee ;2;1;1;0;0;0;Mineur (-18 ans);Avec pieton;Sans moto;Aucun VL;Sans poids lourd;Mineur (-18 ans);2 usagers
Leger;28/03/2015;23:30;Villeneuve-la-Garenne;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Autre collision;VL seul;Non renseignee ;Non renseignee ;37;Masculin;Blessee Leger;Non renseignee ;1;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;21/10/2015;08:45;Suresnes;Plein jour;Autre;Intersection en T;Route departementale;Autre collision;VL seul;En marche arriere;Non renseignee ;39;Feminin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;30/04/2015;12:55;Vanves;Plein jour;Pluie forte;Hors intersection;Voie commuNon renseignee le;Autre collision;VL seul;Non renseignee ;Non renseignee ;41;Masculin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;22/09/2015;20:30;Vanves;Nuit avec eclairage public allumee;Pluie legere;Giratoire;Route departementale;Autre collision;VL seul;TourNon renseignee nt A$roite;Non renseignee ;78;Feminin;Indemne;Non renseignee ;2;1;1;0;1;0;Senior (65+);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;01/12/2015;13:50;Vanves;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;Motocyclette > 125 cm3;Sans changement de direction;Non renseignee ;38;Masculin;Indemne;Non renseignee ;2;1;1;1;0;0;Adulte (35-49);Avec pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;29/12/2015;14:00;Villeneuve-la-Garenne;Plein jour;Autre;Hors intersection;Route departementale;Autre collision;VL seul;Sans changement de direction;Non renseignee ;43;Feminin;Indemne;Non renseignee ;2;1;1;0;1;0;Adulte (35-49);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;24/10/2014;18:50;Puteaux;Nuit avec eclairage public allumee;Temps couvert;Hors intersection;Route departementale;Collision par l'arriere;Motocyclette > 125 cm3;Meme sens, Meme file;VL seul;56;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;06/12/2014;09:30;Saint-Cloud;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;Scooter > 50 cm3 et <= 125 cm3;Manoeuvre devitement;VU seul 1,5T <= PTAC <= 3,5T;41;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;03/04/2014;13:57;Sevres;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;Motocyclette > 50 cm3 et <= 125 cm3;Non renseignee ;VL seul;62;Feminin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;10/07/2014;18:45;Sevres;Plein jour;Pluie legere;Place;Route departementale;Collision par le cote;VL seul;S inserant;Motocyclette > 125 cm3;44;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;31/05/2014;21:15;Suresnes;Crepuscule ou aube;Autre;Hors intersection;Route departementale;Collisions multiples;Motocyclette > 50 cm3 et <= 125 cm3;Entre 2 files;VL seul;35;Masculin;Blessee Leger;Non renseignee ;2;3;0;1;2;0;Adulte (35-49);Sans pieton;Avec moto;2 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;25/07/2014;10:20;Suresnes;Plein jour;Autre;Intersection en T;Route departementale;Sans collision;Scooter > 50 cm3 et <= 125 cm3;Se deportant A$roite;Non renseignee ;31;Feminin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte jeune (25-34);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;26/11/2014;13:55;Suresnes;Plein jour;Temps couvert;Hors intersection;Voie commuNon renseignee le;Sans collision;Motocyclette > 50 cm3 et <= 125 cm3;Sans changement de direction;Non renseignee ;28;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte jeune (25-34);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);1 usager
