type_acci;date;heure;commune;luminosite_accident;cond_atmos;Intersection;categorie_route;type_collision;type_vehicule_1;manoeuvre_vehicule_1;type_vehicule_2;age_usager;sexe_usager;gravite_usager;etat_usager;nombre_usagers;nb_veh;nombre_pietons;nombre_motos;nombre_vl;nombre_pl;age_usa1_categ;accident_pieton;accident_moto;categorie_vl;accident_pl;categorie_age;categorie_usagers
Leger;17/05/2011;21:55;Asnieres-sur-Seine;Nuit avec eclairage public allumee;Autre;Hors intersection;Route departementale;Collision frontale;Autobus;Non renseignee ;Scooter < 50 cm3;20;Masculin;Blessee Leger;Non renseignee ;3;2;0;0;0;0;Jeune adulte (18-24);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;27/10/2011;06:00;Non renseignee nterre;Nuit avec eclairage public allumee;Autre;Hors intersection;Autoroute;Sans collision;Cyclomoteur <50cm3;Sans changement de direction;Non renseignee ;19;Masculin;Blessee Leger;Non renseignee ;2;1;0;0;0;0;Jeune adulte (18-24);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;16/11/2011;14:30;Meudon;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;S inserant;Scooter > 50 cm3 et <= 125 cm3;36;Feminin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;06/12/2011;07:45;Gennevilliers;Crepuscule ou aube;Autre;Hors intersection;Autoroute;Collision par le cote;Scooter > 125 cm3;Non renseignee ;VL seul;28;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;22/12/2011;17:30;Suresnes;Crepuscule ou aube;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;TourNon renseignee nt A'auche;Motocyclette > 125 cm3;72;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior (65+);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Grave;30/09/2011;00:45;Vanves;Nuit avec eclairage public allumee;Autre;Intersection en T;Route departementale;Sans collision;Motocyclette > 50 cm3 et <= 125 cm3;Sans changement de direction;Non renseignee ;24;Masculin;Blessee hospitalisee;Non renseignee ;2;1;0;1;0;0;Jeune adulte (18-24);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Grave;24/10/2011;11:50;Levallois-Perret;Plein jour;Autre;Intersection en X;Voie commuNon renseignee le;Collision par le cote;Scooter > 50 cm3 et <= 125 cm3;Sans changement de direction;Motocyclette > 125 cm3;43;Masculin;Blessee Leger;Non renseignee ;2;2;0;2;0;0;Adulte (35-49);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;20/02/2011;00:25;Sevres;Nuit avec eclairage public allumee;Pluie legere;Hors intersection;Route Non renseignee tioNon renseignee le;Sans collision;VL seul;Sans changement de direction;Non renseignee ;26;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;21/03/2011;17:35;Gennevilliers;Plein jour;Autre;Intersection en T;Route departementale;Collision par l'arriere;Scooter < 50 cm3;Meme sens, Meme file;VL seul;16;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Mineur (-18 ans);Sans pieton;Sans moto;1 VL;Sans poids lourd;Mineur (-18 ans);2 usagers
Leger;26/08/2011;09:00;Puteaux;Plein jour;Autre;Hors intersection;Route Non renseignee tioNon renseignee le;Collisions en chaine;Scooter > 50 cm3 et <= 125 cm3;Changeant de file A$roite;VL seul;33;Masculin;Indemne;Non renseignee ;3;3;0;1;2;0;Adulte jeune (25-34);Sans pieton;Avec moto;2 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;26/08/2011;18:00;Puteaux;Plein jour;Autre;Intersection en T;Route departementale;Collision par le cote;VL seul;Se deportant A$roite;Motocyclette > 125 cm3;41;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;28/10/2011;00:30;Courbevoie;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Collision par le cote;Scooter < 50 cm3;Traversant la  chaussee;VL seul;27;Masculin;Blessee Leger;Non renseignee ;1;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Leger;09/05/2011;18:30;Non renseignee nterre;Plein jour;Autre;Hors intersection;Autoroute;Sans collision;Scooter > 50 cm3 et <= 125 cm3;Sans changement de direction;Non renseignee ;54;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Senior actif (50-64);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;30/05/2011;08:45;Gennevilliers;Plein jour;Autre;Hors intersection;Route Non renseignee tioNon renseignee le;Collisions en chaine;VL seul;Meme sens, Meme file;VL seul;50;Feminin;Indemne;Non renseignee ;3;3;0;0;3;0;Senior actif (50-64);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;31/05/2011;10:15;Malakoff;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;Sans changement de direction;VL seul;62;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Senior actif (50-64);Sans pieton;Sans moto;2 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;19/08/2011;21:50;Meudon;Crepuscule ou aube;Autre;Hors intersection;Route Non renseignee tioNon renseignee le;Collision par l'arriere;VU seul 1,5T <= PTAC <= 3,5T;Changeant de file A'auche;Motocyclette > 125 cm3;60;Feminin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;24/05/2011;18:20;Non renseignee nterre;Plein jour;Autre;Intersection en Y;Route departementale;Collision par le cote;VL seul;Arrete (hors stationnement);Scooter > 50 cm3 et <= 125 cm3;30;Feminin;Indemne;Non renseignee ;3;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;03/11/2011;16:20;Saint-Cloud;Plein jour;Pluie legere;Intersection à plus de 4 branches;Route departementale;Collision par le cote;Scooter < 50 cm3;Sans changement de direction;VL seul;15;Feminin;Blessee Leger;Non renseignee ;3;2;0;0;1;0;Mineur (-18 ans);Sans pieton;Sans moto;1 VL;Sans poids lourd;Mineur (-18 ans);3-5 usagers
Grave;19/12/2011;21:15;Sceaux;Nuit avec eclairage public allumee;Pluie forte;Intersection en T;Route departementale;Collision par le cote;Scooter > 125 cm3;Non renseignee ;VL seul;21;Masculin;Blessee hospitalisee;Non renseignee ;3;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;26/09/2011;09:15;Boulogne-Billancourt;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;En faisant demi-tour sur la chaussee;Scooter > 125 cm3;24;Feminin;Indemne;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;11/02/2011;22:45;Boulogne-Billancourt;Nuit avec eclairage public allumee;Autre;Intersection en X;Route departementale;Collision par le cote;VL seul;Sans changement de direction;VL seul;55;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Senior actif (50-64);Sans pieton;Sans moto;2 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;19/04/2011;19:20;Montrouge;Plein jour;Autre;Intersection en T;Route departementale;Collision par le cote;Scooter < 50 cm3;Sans changement de direction;VL seul;27;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;25/05/2011;00:25;Non renseignee nterre;Nuit avec eclairage public allumee;Autre;Hors intersection;Autoroute;Collision par l'arriere;Motocyclette > 50 cm3 et <= 125 cm3;Meme sens, Meme file;VL seul;62;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;05/07/2011;10:40;Villeneuve-la-Garenne;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;Changeant de file A'auche;Scooter > 50 cm3 et <= 125 cm3;50;Feminin;Indemne;Non renseignee ;3;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;11/07/2011;17:30;Courbevoie;Nuit avec eclairage public allumee;Autre;Hors intersection;Autoroute;Collision par l'arriere;Motocyclette > 125 cm3;Meme sens, Meme file;VL seul;41;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;08/12/2011;07:50;Neuilly-sur-Seine;Crepuscule ou aube;Autre;Hors intersection;Route Non renseignee tioNon renseignee le;Collision par le cote;VL seul;Non renseignee ;Bicyclette;51;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Senior actif (50-64);Sans pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;01/11/2011;20:00;Sevres;Nuit avec eclairage public allumee;Pluie legere;Hors intersection;Route departementale;Collision par l'arriere;Scooter > 50 cm3 et <= 125 cm3;Meme sens, Meme file;VL seul;24;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Grave;31/03/2011;15:16;Marnes-la-Coquette;Plein jour;Autre;Hors intersection;Autoroute;Collisions en chaine;VL seul;Meme sens, Meme file;VL seul;28;Feminin;Blessee hospitalisee;Non renseignee ;4;3;0;0;3;0;Adulte jeune (25-34);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;30/06/2011;07:15;Clamart;Plein jour;Autre;Intersection en X;Route departementale;Collision par l'arriere;Motocyclette > 125 cm3;Meme sens, Meme file;VU seul 1,5T <= PTAC <= 3,5T;38;Masculin;Indemne;Non renseignee ;3;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;05/08/2011;07:30;Courbevoie;Plein jour;Pluie legere;Hors intersection;Route Non renseignee tioNon renseignee le;Collisions en chaine;VL seul;Meme sens, Meme file;VL seul;56;Masculin;Indemne;Non renseignee ;3;3;0;0;3;0;Senior actif (50-64);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;07/06/2011;09:30;Le Plessis-Robinson;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Collision par le cote;VL seul;S inserant;VL seul;43;Feminin;Indemne;Non renseignee ;3;2;0;0;2;0;Adulte (35-49);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;12/05/2017;09:20;Saint-Cloud;Plein jour;Autre;Intersection en T;Voie commuNon renseignee le;Collision par le cote;Scooter < 50 cm3;Non renseignee ;VL seul;25;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;13/10/2017;16:50;Colombes;Plein jour;Autre;Hors intersection;Route departementale;Collision par le cote;VL seul;En stationnement (avec occupants);Bicyclette;44;Masculin;Indemne;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;18/06/2017;18:45;Clichy;Plein jour;Autre;Intersection en X;Route departementale;Collision par le cote;Scooter < 50 cm3;Sans changement de direction;Bicyclette;24;Masculin;Indemne;Non renseignee ;2;2;0;0;0;0;Jeune adulte (18-24);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;16/09/2018;18:10;Gennevilliers;Plein jour;Autre;Hors intersection;Voie commuNon renseignee le;Sans collision;VL seul;Sans changement de direction;Non renseignee ;19;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Jeune adulte (18-24);Sans pieton;Sans moto;1 VL;Sans poids lourd;Jeune adulte (18-24);1 usager
Leger;07/05/2018;17:40;Chatillon;Plein jour;Autre;Hors intersection;Route departementale;Collision par l'arriere;VL seul;Meme sens, Meme file;VL seul;52;Masculin;Indemne;Non renseignee ;3;2;0;0;2;0;Senior actif (50-64);Sans pieton;Sans moto;2 VL;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;15/05/2019;21:00;Sevres;Crepuscule ou aube;Normale;Intersection en Y;Route departementale;Non renseignee ;Scooter > 50 cm3 et <= 125 cm3;Sans changement de direction;Non renseignee ;52;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;31/10/2020;11:30;Ville-d'Avray;Plein jour;Normale;Hors intersection;Route departementale;Non renseignee ;Non renseignee ;TourNon renseignee nt A$roite;Non renseignee ;40;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Mortel;28/04/2019;13:07;Boulogne-Billancourt;Plein jour;Normale;Intersection en X;Route departementale;Non renseignee ;VU seul 1,5T <= PTAC <= 3,5T;Traversant la  chaussee;Non renseignee ;83;Feminin;Tue;Non renseignee ;2;1;0;0;1;0;Senior (65+);Sans pieton;Sans moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;15/10/2019;23:50;Boulogne-Billancourt;Nuit avec eclairage public allumee;Normale;Hors intersection;Voie commuNon renseignee le;Non renseignee ;Non renseignee ;Manoeuvre de stationnement;Scooter > 50 cm3 et <= 125 cm3;20;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Jeune adulte (18-24);Sans pieton;Avec moto;1 VL;Sans poids lourd;Jeune adulte (18-24);2 usagers
Leger;09/10/2021;01:42;Boulogne-Billancourt;Nuit avec eclairage public non allumee;Normale;Hors intersection;Voie commuNon renseignee le;Non renseignee ;Scooter < 50 cm3;Autres manoeuvre;Non renseignee ;23;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Jeune adulte (18-24);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Jeune adulte (18-24);1 usager
Leger;04/04/2021;21:04;Issy-les-Moulineaux;Crepuscule ou aube;Normale;Hors intersection;Route departementale;Non renseignee ;Non renseignee ;Sans changement de direction;Motocyclette > 50 cm3 et <= 125 cm3;31;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;26/05/2021;18:40;Boulogne-Billancourt;Plein jour;Normale;Hors intersection;Route departementale;Non renseignee ;VU seul 1,5T <= PTAC <= 3,5T;Sedeportant A'auche;EDP A-oteur;28;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Adulte jeune (25-34);Sans pieton ;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;02/12/2021;23:10;Boulogne-Billancourt;Nuit avec eclairage public allumee;Normale;Giratoire;Route departementale;Non renseignee ;Non renseignee ;TourNon renseignee nt A'auche;Non renseignee ;29;Masculin;Blessee Leger;Non renseignee ;2;1;1;0;1;0;Adulte jeune (25-34);Avec pieton;Sans moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Grave;27/05/2021;01:05;Boulogne-Billancourt;Nuit avec eclairage public allumee;Normale;Hors intersection;Voie commuNon renseignee le;Non renseignee ;Scooter > 50 cm3 et <= 125 cm3;Sedeportant A'auche;Non renseignee ;29;Masculin;Blessee hospitalisee;Non renseignee ;1;1;0;1;0;0;Adulte jeune (25-34);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Adulte jeune (25-34);1 usager
Grave;29/03/2019;15:30;Boulogne-Billancourt;Plein jour;Normale;Hors intersection;Route departementale;Non renseignee ;Motocyclette > 125 cm3;Meme sens, Meme file;Non renseignee ;38;Masculin;Blessee hospitalisee;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;04/06/2021;12:30;Boulogne-Billancourt;Plein jour;Temps couvert;Intersection en X;Voie commuNon renseignee le;Non renseignee ;VAE;Sans changement de direction;Non renseignee ;87;Feminin;Blessee Leger;Non renseignee ;2;1;1;0;0;0;Senior (65+);Avec pieton;Sans moto;Aucun VL;Sans poids lourd;Senior (65+);2 usagers
Leger;03/07/2019;08:50;Boulogne-Billancourt;Plein jour;Normale;Hors intersection;Route departementale;Non renseignee ;Non renseignee ;Changeant de file A$roite;Motocyclette > 125 cm3;30;Masculin;Indemne;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;11/01/2021;09:20;Marnes-la-Coquette;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;Motocyclette > 125 cm3;Entre 2 files;Non renseignee ;38;Masculin;Blessee Leger;Non renseignee ;3;3;0;1;2;0;Adulte (35-49);Sans pieton;Avec moto;2 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;19/03/2021;10:30;Marnes-la-Coquette;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;3RM > 125 cm3;Meme sens, Meme file;Non renseignee ;43;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;19/03/2019;12:26;Boulogne-Billancourt;Plein jour;Normale;Hors intersection;Voie commuNon renseignee le;Non renseignee ;Non renseignee ;Meme sens, Meme file;Non renseignee ;41;Feminin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Adulte (35-49);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;09/01/2020;08:50;Boulogne-Billancourt;Plein jour;Temps couvert;Hors intersection;Route departementale;Non renseignee ;PL seul > 7,5T;Autres manoeuvre;Non renseignee ;9;Masculin;Blessee Leger;Non renseignee ;2;1;1;0;0;1;Mineur (-18 ans);Avec pieton;Sans moto;Aucun VL;Avec poids lourd;Mineur (-18 ans);2 usagers
Leger;17/02/2021;14:15;Boulogne-Billancourt;Plein jour;Normale;Intersection à plus de 4 branches;Voie commuNon renseignee le;Non renseignee ;Scooter < 50 cm3;Depassant A$roite;Non renseignee ;48;Feminin;Blessee Leger;Non renseignee ;2;2;0;0;0;0;Adulte (35-49);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;10/09/2020;11:50;Saint-Cloud;Plein jour;Normale;Hors intersection;Voie commuNon renseignee le;Non renseignee ;VU seul 1,5T <= PTAC <= 3,5T;Sans changement de direction;Non renseignee ;62;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;1;0;Senior actif (50-64);Sans pieton;Sans moto;1 VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;03/01/2019;18:15;Saint-Cloud;Nuit avec eclairage public allumee;Normale;Hors intersection;Autoroute;Non renseignee ;VU seul 1,5T <= PTAC <= 3,5T;Meme sens, Meme file;VU seul 1,5T <= PTAC <= 3,5T;31;Masculin;Blessee Leger;Non renseignee ;3;3;0;0;3;0;Adulte jeune (25-34);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte jeune (25-34);3-5 usagers
Leger;10/11/2020;09:06;Saint-Cloud;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;Motocyclette > 125 cm3;Entre 2 files;Non renseignee ;37;Masculin;Blessee Leger;Non renseignee ;1;1;0;1;0;0;Adulte (35-49);Sans pieton;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;26/11/2019;19:15;Saint-Cloud;Nuit sanseclairage public;Normale;Hors intersection;Autoroute;Non renseignee ;Non renseignee ;Changeant de file A$roite;Non renseignee ;23;Masculin;Blessee Leger;Non renseignee ;3;3;0;1;2;0;Jeune adulte (18-24);Sans pieton;Avec moto;2 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;02/10/2020;16:30;Boulogne-Billancourt;Plein jour;Pluie legere;Intersection en X;Route departementale;Non renseignee ;VU seul 1,5T <= PTAC <= 3,5T;TourNon renseignee nt A$roite;Scooter > 50 cm3 et <= 125 cm3;32;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte jeune (25-34);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;11/08/2021;17:30;Saint-Cloud;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;Non renseignee ;Autres manoeuvre;Non renseignee ;62;Feminin;Blessee Leger;Non renseignee ;5;3;0;0;3;0;Senior actif (50-64);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Senior actif (50-64);3-5 usagers
Leger;25/12/2020;18:18;Saint-Cloud;Nuit avec eclairage public allumee;Normale;Hors intersection;Route departementale;Non renseignee ;Non renseignee ;TourNon renseignee nt A$roite;Scooter > 50 cm3 et <= 125 cm3;40;Feminin;Blessee Leger;Non renseignee ;2;2;0;1;0;0;Adulte (35-49);Sans pieton ;Avec moto;Aucun VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;14/11/2020;20:15;Saint-Cloud;Nuit avec eclairage public allumee;Normale;Hors intersection;Route departementale;Non renseignee ;Non renseignee ;En faisant demi-tour sur la chaussee;Non renseignee ;36;Masculin;Blessee Leger;Non renseignee ;2;2;0;0;1;0;Adulte (35-49);Sans pieton;Sans moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;23/09/2021;19:00;Saint-Cloud;Plein jour;Normale;Hors intersection;Autoroute;Non renseignee ;Non renseignee ;Changeant de file A$roite;Scooter > 50 cm3 et <= 125 cm3;58;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;13/02/2021;14:50;Saint-Cloud;Plein jour;Normale;Hors intersection;Route departementale;Non renseignee ;VU seul 1,5T <= PTAC <= 3,5T;Meme sens, Meme file;Non renseignee ;43;Feminin;Blessee Leger;Non renseignee ;4;3;0;0;3;0;Adulte (35-49);Sans pieton;Sans moto;3 VL ou plus;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;05/10/2020;15:25;Saint-Cloud;Plein jour;Pluie legere;Hors intersection;Voie commuNon renseignee le;Non renseignee ;Non renseignee ;Autres manoeuvre;Scooter > 50 cm3 et <= 125 cm3;58;Feminin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;20/03/2021;18:50;Boulogne-Billancourt;Crepuscule ou aube;Normale;Intersection en X;Voie commuNon renseignee le;Non renseignee ;Non renseignee ;TourNon renseignee nt A$roite;Scooter > 50 cm3 et <= 125 cm3;41;Feminin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Adulte (35-49);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);2 usagers
Leger;05/09/2020;06:35;Garches;Nuit avec eclairage public allumee;Normale;Hors intersection;Voie commuNon renseignee le;Non renseignee ;Scooter < 50 cm3;TourNon renseignee nt A'auche;Non renseignee ;39;Masculin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Adulte (35-49);Sans pieton ;Sans moto;Aucun VL;Sans poids lourd;Adulte (35-49);1 usager
Leger;09/07/2020;08:30;Garches;Plein jour;Normale;Intersection en T;Voie commuNon renseignee le;Non renseignee ;Non renseignee ;TourNon renseignee nt A'auche;3RM > 125 cm3;44;Feminin;Blessee Leger;Non renseignee ;3;2;0;1;1;0;Adulte (35-49);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Adulte (35-49);3-5 usagers
Leger;28/06/2021;20:30;Saint-Cloud;Crepuscule ou aube;Pluie legere;Hors intersection;Route departementale;Non renseignee ;Non renseignee ;TourNon renseignee nt A$roite;Scooter > 50 cm3 et <= 125 cm3;55;Masculin;Blessee Leger;Non renseignee ;2;2;0;1;1;0;Senior actif (50-64);Sans pieton ;Avec moto;1 VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;07/01/2020;16:20;Saint-Cloud;Plein jour;Pluie legere;Hors intersection;Route departementale;Non renseignee ;Non renseignee ;Meme sens, Meme file;Non renseignee ;16;Feminin;Blessee Leger;Non renseignee ;2;1;1;0;0;0;Mineur (-18 ans);Avec pieton;Sans moto;Aucun VL;Sans poids lourd;Mineur (-18 ans);2 usagers
Leger;14/03/2020;11:25;Boulogne-Billancourt;Plein jour;Pluie legere;Intersection en X;Route departementale;Non renseignee ;Non renseignee ;TourNon renseignee nt A$roite;Non renseignee ;64;Feminin;Blessee Leger;Non renseignee ;2;1;1;0;0;0;Senior actif (50-64);Avec pieton;Sans moto;Aucun VL;Sans poids lourd;Senior actif (50-64);2 usagers
Leger;10/10/2020;09:40;Garches;Plein jour;Normale;Autre intersection;Route departementale;Non renseignee ;Non renseignee ;S inserant;Non renseignee ;23;Feminin;Blessee Leger;Non renseignee ;3;2;0;0;2;0;Jeune adulte (18-24);Sans pieton;Sans moto;2 VL;Sans poids lourd;Jeune adulte (18-24);3-5 usagers
Leger;13/04/2021;12:35;Saint-Cloud;Plein jour;Normale;Hors intersection;Route departementale;Non renseignee ;Non renseignee ;Meme sens, Meme file;Non renseignee ;33;Feminin;Blessee Leger;Non renseignee ;2;2;0;0;2;0;Adulte jeune (25-34);Sans pieton;Sans moto;2 VL;Sans poids lourd;Adulte jeune (25-34);2 usagers
Leger;30/01/2020;17:20;Rueil-Malmaison;Nuit avec eclairage public allumee;Pluie legere;Giratoire;Voie commuNon renseignee le;Non renseignee ;Non renseignee ;TourNon renseignee nt A'auche;Non renseignee ;67;Masculin;Blessee Leger;Non renseignee ;2;1;1;0;1;0;Senior (65+);Avec pieton;Sans moto;1 VL;Sans poids lourd;Senior (65+);2 usagers
Leger;02/07/2020;10:03;Suresnes;Plein jour;Pluie legere;Place;Voie commuNon renseignee le;Non renseignee ;VAE;Sans changement de direction;Non renseignee ;55;Feminin;Blessee Leger;Non renseignee ;1;1;0;0;0;0;Senior actif (50-64);Sans pieton;Sans moto;Aucun VL;Sans poids lourd;Senior actif (50-64);1 usager
Leger;22/10/2021;10:14;Suresnes;Plein jour;Normale;Hors intersection;Route departementale;Non renseignee ;PL seul 3,5T <PTCA <= 7,5T;Sans changement de direction;Non renseignee ;25;Feminin;Blessee Leger;Non renseignee ;2;1;1;0;0;1;Adulte jeune (25-34);Avec pieton;Sans moto;Aucun VL;Avec poids lourd;Adulte jeune (25-34);2 usagers
